TIPO,NOMBRE,DIRECCION,DESCRIPCION,LATITUD,LONGITUD
MUSEOS,Casa Museo Lope de Vega,"CALLE CERVANTES 11, MADRID, 28014","'Mi casilla, mi quietud, mi g&amp;uuml;ertecillo y estudio'. Así define su casa Félix Lope de Vega (1562-1635) en una carta dirigida a un amigo. Situada en pleno centro histórico, en el Barrio de las Letras, la Casa Museo Lope de Vega se ubica en el edificio donde el escritor vivió sus últimos 25 años. La recreación de ambientes, cuyo objetivo es que se respire la presencia de Lope, evoca la vida cotidiana del Siglo de Oro y nos acerca a su intimidad. El equipamiento de la casa incorpora obras de arte, mobiliario, enseres y ediciones bibliográficas vinculadas al literato y su tiempo.",40.41435846655524,-3.6974741545860015
MUSEOS,Casita - Museo del Ratón Pérez,"CALLE ARENAL 8, MADRID, 28013","La Casita-Museo de Ratón Pérez, constituye un singular lugar que da la bienvenida a cuantos visitantes allí acuden con el deseo de conocer y encontrarse con este extraordinario, único, madrileño y universal ratón.",40.4170597715272,-3.705519933444249
MUSEOS,Casón del Buen Retiro.,"CALLE ALFONSO XII 28, MADRID, 28014","El Centro de Estudios del Prado está ubicado en el Casón del Buen Retiro, que aloja además la Biblioteca, el Archivo, el Centro de Documentación y los Departamentos de Conservación del Museo Nacional del Prado.",40.41527545361461,-3.689222446432277
MUSEOS,Centro Cultural La Corrala. Museo de Artes y Tradiciones Populares,"CALLE CARLOS ARNICHES 3, MADRID, 28005",Descripción no disponible,40.408827275648434,-3.7083241323093614
MUSEOS,Espacio Fundación Telefónica,"CALLE FUENCARRAL 3, MADRID, 28004",Descripción no disponible,40.42042493125648,-3.701594573150366
MUSEOS,La Casa Encendida de la Fundación Montemadrid,"RONDA VALENCIA 2, MADRID, 28012","Edificio de carácter monumental. De estilo neomudéjar, fue diseñado por el arquitecto Fernando Arbós e inaugurado en el año 1913. Cuenta con más de 6000 metros cuadrados de instalaciones divididas en 4 plantas y una azotea. Centro social y cultural.",40.40596221830597,-3.6997720739017033
MUSEOS,Museo ABC,"CALLE AMANIEL 29, MADRID, 28015","Centro de arte, dibujo e ilustración.",40.42741121610518,-3.709539260414957
MUSEOS,Museo Arqueológico Nacional,"CALLE SERRANO 13, MADRID, 28001","Fundado en 1867, el MAN se inauguró en 1895 en su actual sede, en el Palacio de Biblioteca y Museos, edificio proyectado por Francisco Jareño y terminado por Antonio Ruiz de Salces.",40.4232789604228,-3.688412123509053
MUSEOS,Museo Casa de la Moneda,"CALLE DOCTOR ESQUERDO 36, MADRID, 28028",Descripción no disponible,40.42260021542579,-3.669139860245996
MUSEOS,Museo Félix Cañada,"CALLE ALENZA 1, MADRID, 28003","Una selección de más de quinientas obras de arte de entre las cerca de mil de la donación original, constituyen la Colección Permanente que se puede visitar en las salas del Museo Félix Cañada de la Fundación Gómez Pardo, adscrita a la Escuela Técnica Superior de Ingenieros de Minas y Energía de la Universidad Politécnica de Madrid. Donada por el ingeniero de minas Doctor Félix Cañada Guerrero a la Fundación Gómez Pardo, reúne una amplia representación de trabajos de destacados artistas, pintores, escultores, ilustradores, grabadores, orfebres, ceramistas, etc. abarcando diferentes periodos desde el siglo XI hasta nuestros días.",40.442581673356834,-3.700796192332983
MUSEOS,Museo Geominero,"CALLE RIOS ROSAS 23, MADRID, 28003","Los objetivos del Museo Geominero son conservar, investigar y difundir la riqueza y diversidad del patrimonio geológico, paleontológico y mineralógico a través de las importantes colecciones de minerales, rocas y fósiles procedentes de todas las regiones españolas y de antiguos territorios coloniales, así como de yacimientos significados del registro mundial.",40.44204795207367,-3.699670468881422
MUSEOS,Museo Histórico Minero Don Felipe de Borbón y Grecia,"CALLE RIOS ROSAS 21, MADRID, 28003",Ubicado en la Escuela Técnica Superior de Ingenieros de Minas de Madrid,40.44209227424258,-3.700373464615154
MUSEOS,Museo ICO,"CALLE ZORRILLA 3, MADRID, 28014",Descripción no disponible,40.41676546905435,-3.697722260547764
MUSEOS,Museo Los Caños del Peral. Estación de Metro Ópera,"PLAZA ISABEL II 1, MADRID, 28013","A diez metros bajo la plaza de Isabel II, la estación de Metro Ópera (L2, L5 y Ramal Norte) alberga la recreación museística de la histórica fuente de los Caños del Peral. La visita nos permite conocer la fuente que recogía el agua de manantial junto al arroyo del Arenal durante la segunda mitad del sigloXVI, y que tenía en origen 34 metros de longitud; la galería de abastecimiento en bóveda de cañón y la alcantarilla de la zona; y el acueducto que, salvando al barranco del arroyo del Arenal, surtió de agua al Palacio Real desde el siglo XVII hasta prácticamente el siglo XX.",40.41775560280743,-3.709202070089538
MUSEOS,Museo Lázaro Galdiano,"CALLE SERRANO 122, MADRID, 28006",Descripción no disponible,40.43675593917329,-3.6861820403705816
MUSEOS,Museo Nacional Centro de Arte Reina Sofía (MNCARS),"CALLE SANTA ISABEL 52, MADRID, 28012","Edificio Sabatini: calle Santa Isabel 52.  Edificio Nouvel (ampliación): ronda de Atocha, esquina a plaza del Emperador Carlos V.  Espacios en el parque del Retiro: Palacio de Velázquez y Palacio de Cristal.",40.40864029339671,-3.693950410329325
MUSEOS,Museo Nacional Thyssen-Bornemisza,"PASEO PRADO 8, MADRID, 28014","El palacio donde se ubica la colección fue el antiguo palacio del duque de Villahermosa. Edificación neoclásica. Posteriormente se adapta como entidad bancaria perdiento sus espacios interiores. Más tarde, pasó a formar parte de los edificios del Museo del Prado. Desde principios de los 90 alberga la Colección Thyssen. El museo ofrece un recorrido por la historia de la pintura europea desde sus inicios en el siglo XIII, hasta finales del siglo XX.",40.41601631762229,-3.694738346891257
MUSEOS,Museo Nacional de Antropología,"CALLE ALFONSO XII 68, MADRID, 28014","El Museo está instalado en el edificio de estilo clasicista construido por el Marqués de Cubas en 1875 por encargo del Doctor González Velasco, fundador de la institución.",40.40788753767772,-3.688862923660605
MUSEOS,Museo Nacional de Artes Decorativas,"CALLE MONTALBAN 12, MADRID, 28014","Inaugurado en 1912, su sede es un típico palacete madrileño del último tercio del siglo XIX. El museo posee muebles, cerámicas, vidrios, joyas, tejidos, arte oriental, y hasta 30 000 objetos distintos que a lo largo de la historia han servido para embellecer las casas, palacios y los monumentos de distintas culturas. El museo posee muestras como el Jarrón de Sevres regalo de Napoleón III, la Cocina Valenciana del siglo XVIII compuesta por más de 1500 azulejos de Manises, la Mesa de plata del siglo XVI o la colección de alfombras españolas de los siglos XV al XVII.",40.417896616053866,-3.689754509701677
MUSEOS,Museo Naval,"PASEO PRADO 3, MADRID, 28014",Descripción no disponible,40.41781777653844,-3.6927096854547727
MUSEOS,Museo Sorolla,"PASEO GENERAL MARTINEZ CAMPOS 37, MADRID, 28010",Descripción no disponible,40.43525811195212,-3.69257053914393
MUSEOS,Museo Taurino de la Comunidad de Madrid,"CALLE ALCALA 237, MADRID, 28028",Descripción no disponible,40.431581087036655,-3.662863216771023
MUSEOS,Museo de Arte Contemporáneo de Madrid,"CALLE CONDE DUQUE 9, MADRID, 28015","Al igual que otros museos de arte contemporáneo, nacionales o extranjeros, se ha utilizado un edificio histórico para albergar las colecciones: el Cuartel del Conde Duque. El Museo de Arte Contemporáneo recupera para los madrileños el despacho del escritor vanguardista Ramón Gómez de la Serna, como parte de su colección permanente.",40.42737760210632,-3.7106116887809817
MUSEOS,Museo de Calcografía Nacional,"CALLE ALCALA 13, MADRID, 28014","La institución posee la más importante colección de láminas de grabado calcográfico de España. El número de matrices metálicas supera las ocho mil obras, abarcando un amplio periodo cronológico, desde el siglo XVI al XXI.",40.4176555144213,-3.7006500629589394
MUSEOS,Museo de Cera,"PASEO RECOLETOS 41, MADRID, 28004",Descripción no disponible,40.42448764583997,-3.6913807191328303
MUSEOS,Museo de Escultura al Aire Libre de la Castellana,"PASEO CASTELLANA 40, MADRID, 28046","El Museo de Escultura al Aire Libre de La Castellana, está situado bajo el paso elevado que une las calles de Juan Bravo y Eduardo Dato, contiene una excelente colección de escultura abstracta española.",40.43321939867116,-3.687612268080596
MUSEOS,Museo de Historia de Madrid,"CALLE FUENCARRAL 78, MADRID, 28004",Fue creado como museo municipal en 1929 y rebautizado como Museo de Historia de Madrid en 2007. En el año 2014 se hace una profunda remodelación y reabre sus puertas con un montaje moderno y una puesta al día de sus colecciones.,40.42577054821346,-3.700845660719608
MUSEOS,Museo de Historia de la Comunidad Judía de Madrid,"CALLE BALMES 3, MADRID, 28010",Descripción no disponible,40.43543567370733,-3.7000203622984
